"","name","id","date","type","year"
"5793","CORPORATION OF LONDON (BRIDGES) BILL.","282","18 Jul. 1911","Commons",1911
"5794","CORPORATION OF THE CITY OF LONDON (ABOLITION)","85","9 Mar. 1977","Commons",1977
"5795","Corporation Profits Tax.","93","27 Apr. 1920","Commons",1920
"5796","CORPORATION REFORM COMMITTEE.","1","13 Aug. 1835","Lords",1835
"5797","CORPORATION REFORM.—COMMONS' AMENDMENTS.","1","4 Sep. 1835","Lords",1835
"5798","25. CORPORATION TAX (CHARGE AND RATE FOR 2004)","169","14 Apr. 2003","Commons",2003
"5799","23. CORPORATION TAX (CHARGE AND RATE FOR 2005)","100","23 Mar. 2004","Commons",2004
"5800","22. CORPORATION TAX (CHARGE AND RATE FOR FINANCIAL YEAR 1983","192","19 Mar. 1984","Commons",1984
"5801","26. CORPORATION TAX (DUE AND PAYABLE DATE)","219","23 Mar. 1998","Commons",1998
"5802","26. CORPORATION TAX (NON-CORPORATE DISTRIBUTION RATE)","101","23 Mar. 2004","Commons",2004
"5803","CORPORATION TAX FOR FINANCIAL YEARS 1983 TO 1986: CHARGE RATES AND CONSEQUENTIAL PROVISIONS","265","1 May. 1984","Commons",1984
"5804","CORPORATION TAX—OTHER RATES AND FRACTIONS","87","17 Jul. 1974","Commons",1974
"5805","Corporation Tax","80","1 Mar. 1999","Commons",1999
"5806","CORPORATION TAX: DUE AND PAYABLE DATE","255","27 Apr. 1998","Commons",1998
"5807","CORPORATION TAX: OTHER RATES AND FRACTIONS","212","20 May. 1975","Commons",1975
"5808","CORPORATION TAX: OTHER RATES AND FRACTIONS","266","1 May. 1984","Commons",1984
"5809","CORPORATION TAX: SMALL COMPANIES","192","9 May. 1989","Commons",1989
"5810","CORRECTION","329","28 Oct. 2002","Commons",2002
"5811","CORRECTION","1","16 Sep. 2003","Commons",2003
"5812","CORRESPONDING PROVISION FOR NORTHERN IRELAND. 1974 c. 28","48","15 Dec. 1993","Commons",1993
"5813","CORRUPT AND ILLEGAL PRACTICES PREVENTION ACT (1893) AMENDMENT BILL.","147","2 Jul. 1913","Commons",1913
"5814","CORRUPT PRACTICES AT ELECTIONS BILL— [BILL 8.]—COMMITTEE.","1","2 Mar. 1863","Commons",1863
"5815","CORRUPT PRACTICES AT ELECTIONS BILL—(No. 62.)—COMMITTEE.","1, 2","7 May. 1863","Lords",1863
"5816","CORRUPTION OR MALADMINISTRATION IN LOCAL GOVERNMENT","270","12 May. 1998","Commons",1998
"5817","COST OF LIVING.","76","22 Dec. 1937","Commons",1937
"5818","COST OF LIVING","2","7 Nov. 1950","Commons",1950
"5819","COST OF LIVING","186","30 Jun. 1952","Commons",1952
"5820","COST OF LIVING","43","11 Mar. 1964","Commons",1964
"5821","COST OF LIVING","137, 138","20 Jul. 1964","Commons",1964
"5822","COST OF LIVING","264, 265","28 Jul. 1965","Commons",1965
"5823","COST OF LIVING","266","24 Apr. 1980","Commons",1980
"5824","COST OF RE-ORGANISATION","241","17 May. 1994","Commons",1994
"5825","COST OF VALUATION.","417","11 Aug. 1909","Commons",1909
"5826","COSTS OF HOLDING CERTAIN INQUIRIES ETC.","168, 169","20 Jun. 1995","Commons",1995
"5827","COSTS OF PROCEEDINGS COMMENCED IN HIGH COURT WHICH COULD HAVE BEEN COMMENCED IN COUNTY COURT","352","20 Oct. 1969","Commons",1969
"5828","COSTS ON APPEAL","343","20 Oct. 1972","Commons",1972
"5829","COTTAGE HOMES FOR AGED PERSONS BILL.","69","12 Apr. 1912","Commons",1912
"5830","COTTON (CENTRALISED BUYING) BILL","16, 17, 18","2 Dec. 1946","Commons",1946
"5831","COTTON (CENTRALISED BUYING) BILL","16, 17, 18","18 Apr. 1947","Commons",1947
"5832","NEW CLAUSE.—(Compensation for injury to business.)","121","18 Apr. 1947","Commons",1947
"5833","NEW CLAUSE.—(Provisions as to transfer and compensation of employees.)","122","18 Apr. 1947","Commons",1947
"5834","CLAUSE 26.—(Exercise of powers of Board of Trade.)","123","18 Apr. 1947","Commons",1947
"5835","COTTON BILL","8","18 Nov. 1953","Commons",1953
"5836","COTTON BILL","36, 37, 38","17 Feb. 1954","Commons",1954
"5837","COTTON BILL","1","23 Mar. 1954","Lords",1954
"5838","COTTON INDUSTRY (REORGANISATION) BILL,","1","6 Jul. 1939","Commons",1939
"5839","CLAUSE 8—(Provisions as to redundancy schemes.)","221","6 Jul. 1939","Commons",1939
"5840","CLAUSE 18—(Power of Cotton Industry Board to perform services.)","222","6 Jul. 1939","Commons",1939
"5841","COTTON INDUSTRY (REORGANISATION) BILL.","1","24 Jul. 1939","Lords",1939
"5842","COTTON INDUSTRY BILL","1","17 Jun. 1959","Commons",1959
"5843","Clause 1.—(SCHEMES IN CONNECTION WITH ELIMINATION OF EXCESS CAPACITY.)","139, 140, 141, 142","17 Jun. 1959","Commons",1959
"5844","Clause 1.—(SCHEMES IN CONNECTION WITH ELIMINATION OF EXCESS CAPACITY.)","139, 140, 141, 142","23 Jun. 1959","Commons",1959
"5845","New Clause.—(DEMOLITION OF VACANT PREMISES.)","144","23 Jun. 1959","Commons",1959
"5846","Clause 1.—(SCHEMES IN CONNECTION WITH ELIMINATION OF EXCESS CAPACITY.)","145, 146, 147","23 Jun. 1959","Commons",1959
"5847","COTTON INDUSTRY.","65","2 Apr. 1928","Commons",1928
"5848","COTTON INDUSTRY.","66","20 Dec. 1933","Commons",1933
"5849","COTTON INDUSTRY","43","9 Mar. 1955","Commons",1955
"5850","COTTON INDUSTRY","179","30 Jun. 1958","Commons",1958
"5851","COTTON INDUSTRY","220, 221","28 Jun. 1962","Commons",1962
"5852","COTTON SPINNING INDUSTRY BILL.","220, 221","31 Mar. 1936","Commons",1936
"5853","NEW CLAUSE.—(The Advisory Committee.)","125, 126","31 Mar. 1936","Commons",1936
"5854","CLAUSE 1.—(The Spindles Board.)","127","31 Mar. 1936","Commons",1936
"5855","CLAUSE 2.—(Powers of Spindles Board to acquire and dispose of spinning plant, etc.)","128","31 Mar. 1936","Commons",1936
"5856","CLAUSE 2.—(Powers of Spindles Board to acquire and dispose of spinning plant, etc.)","1","30 Apr. 1936","Lords",1936
"5857","CLAUSE 2.—(Powers of Spindles Board to acquire and dispose of spinning plant, etc.)","1, 2, 3, 4","19 May. 1936","Lords",1936
"5858","COUNCIL HOUSE RENTS (CUMBERNAULD AND KILSYTH)","68, 69","18 Jul. 1979","Commons",1979
"5859","Council House Rents","31, 32","16 Dec. 1981","Commons",1981
"5860","COUNCIL HOUSING (TENANTS' REPRESENTATION) BILL","75","2 Mar. 1973","Commons",1973
"5861","Council Tax (Derbyshire)","307","16 Jun. 1998","Commons",1998
"5862","COUNCIL TAX AND REGIONAL BODIES","102","5 Mar. 2003","Commons",2003
"5863","COUNCIL TAX IN RESPECT OF DWELLINGS","29","17 Dec. 1991","Commons",1991
"5864","Council Tax Increases","123","22 Mar. 1999","Commons",1999
"5865","Council Tax","1","6 Nov. 1991","Commons",1991
"5866","Council Tax","293","9 Jun. 1993","Commons",1993
"5867","Council Tax","91","1 Apr. 1996","Commons",1996
"5868","Council Tax","132","22 May. 1996","Commons",1996
"5869","Council Tax","62","17 Jul. 1997","Commons",1997
"5870","Council Tax","232","19 Jul. 2004","Commons",2004
"5871","COUNCIL TENANTS' CHARTER BILL","138","13 May. 1977","Commons",1977
"5872","COUNCILS.","1","22 Jun. 1888","Commons",1888
"5873","COUNTER -INFLATION (TEMPORARY PROVISIONS) BILL","1, 2, 3, 4","30 Nov. 1972","Lords",1972
"5874","COUNTER-INFLATION (CONTINUATION OFENACTMENTS)","228","27 Jul. 1977","Commons",1977
"5875","COUNTER-INFLATION (TEMPORARY PROVISIONS) BILL. (ALLOCATION OF TIME)","8","14 Nov. 1972","Commons",1972
"5876","COUNTER-INFLATION (TEMPORARY PROVISIONS) BILL","5, 6","8 Nov. 1972","Commons",1972
"5877","COUNTER-INFLATION (TEMPORARY PROVISIONS) BILL","15","20 Nov. 1972","Commons",1972
"5878","COUNTER-INFLATION (TEMPORARY PROVISIONS) BILL","1, 2, 3, 4, 5, 6, 7","28 Nov. 1972","Lords",1972
"5879","COUNTER-INFLATION ACT 1972 (EXTENSION ORDER)","43","29 Jan. 1973","Commons",1973
"5880","COUNTER-INFLATION BILL","40, 41, 42","29 Jan. 1973","Commons",1973
"5881","COUNTER-INFLATION BILL","1","12 Mar. 1973","Lords",1973
"5882","COUNTER-INFLATION BILL","1","12 Mar. 1973","Lords",1973
"5883","COUNTER-INFLATION BILL","1, 2, 3","13 Mar. 1973","Lords",1973
"5884","COUNTER-INFLATION BILL","1","19 Mar. 1973","Lords",1973
"5885","COUNTER-INFLATION POLICY","202","20 Jul. 1977","Commons",1977
"5886","COUNTER-INFLATION PROPOSALS (PAY)","77","5 Mar. 1973","Commons",1973
"5887","COUNTIES AND METROPOLITAN DISTRICTS IN ENGLAND","126","17 Apr. 1972","Commons",1972
"5888","COUNTIES AND METROPOLITAN DISTRICTS IN ENGLAND","270, 271, 272, 273, 274, 275, 276, 277, 278, 279","6 Jul. 1972","Commons",1972
"5889","COUNTIES AND METROPOLITAN DISTRICTS IN ENGLAND","344, 345, 346","23 Oct. 1972","Commons",1972
"5890","COUNTING OFFICERS","95","24 Nov. 1997","Commons",1997
"5891","Countryside and Rights of Way Bill","117","20 Mar. 2000","Commons",2000
"5892","Countryside and Rights of Way Bill","1","3 Oct. 2000","Lords",2000
"5893","Countryside and Rights of Way Bill","1","5 Oct. 2000","Lords",2000
"5894","Countryside and Rights of Way Bill","1","11 Oct. 2000","Lords",2000
"5895","Countryside and Rights of Way Bill","1","16 Oct. 2000","Lords",2000
"5896","Countryside and Rights of Way Bill","1, 2","1 Nov. 2000","Lords",2000
"5897","Countryside and Rights of Way Bill","1","7 Nov. 2000","Lords",2000
"5898","Countryside and Rights of Way Bill","1","23 Nov. 2000","Lords",2000
"5899","COUNTRYSIDE BILL","1, 2, 3","7 May. 1968","Lords",1968
"5900","COUNTRYSIDE BILL","1","13 May. 1968","Lords",1968
"5901","COUNTRYSIDE BILL","1","20 May. 1968","Lords",1968
"5902","COUNTRYSIDE BILL","1","21 May. 1968","Lords",1968
"5903","COUNTRYSIDE BILL","1","24 Jun. 1968","Commons",1968
"5904","Clause 1","231","24 Jun. 1968","Commons",1968
"5905","Clause 2","232","24 Jun. 1968","Commons",1968
"5906","New Clause A","233, 234","24 Jun. 1968","Commons",1968
"5907","Clause 25","235","24 Jun. 1968","Commons",1968
"5908","New Clause ""F""","236","24 Jun. 1968","Commons",1968
"5909","New Clause ""F""","55","30 Jan. 1979","Commons",1979
"5910","COUNTY AND DISTRICT SURVEYORS (WEXFORD) —ACTION OF IRISH LOCAL GOVERNMENT BOARD.","188","9 Jul. 1900","Commons",1900
"5911","COUNTY COUNCILS (BILLS IN PARLIAMENT) BILL.","1","23 Jun. 1903","Lords",1903
"5912","COUNTY COUNCILS ASSOCIATION EXPENSES (AMENDMENT) BILL.","1","7 Jul. 1920","Lords",1920
"5913","COUNTY COUNCILS.","1","15 Jun. 1888","Commons",1888
"5914","COUNTY COUNCILS.","1","19 Jun. 1888","Commons",1888
"5915","COUNTY COUNCILS.","1","28 Jun. 1888","Commons",1888
"5916","COUNTY COURTS (JURISDICTION) BILL","1","31 Jan. 1963","Lords",1963
"5917","COUNTY COURTS BILL. [H.L.]","1","26 Jul. 1909","Lords",1909
"5918","COUNTY COURTS BILL. [H.L.]","1","25 Jul. 1911","Lords",1911
"5919","COUNTY COURTS BILL.","1","1 Jul. 1924","Commons",1924
"5920","NEW CLAUSE.—(Provisions as to hearing action for injunction.)","126","1 Jul. 1924","Commons",1924
"5921","COUNTY COURTS JURISDICTION EXTENSION BILL.","1","19 Jun. 1903","Commons",1903
"5922","COUNTY COURTS JURISDICTION EXTENSION BILL.","133","26 Jun. 1903","Commons",1903
"5923","COUNTY COURTS' JURISDICTION.","24","28 Feb. 1899","Commons",1899
"5924","County of Dorset (Eastern Division).","71","13 Jun. 1910","Commons",1910
"5925","COUNTY OF LONDON AND BRUSH PROVINCIAL ELECTRIC LIGHTING BILL (BY ORDER).","41","26 Feb. 1900","Commons",1900
"5926","COUNTY OF MERSEYSIDE BILL [LORDS]","191","19 Feb. 1980","Commons",1980
"5927","COUNTY OF MERSEYSIDE BILL","90","13 Mar. 1979","Commons",1979
"5928","COUNTY OF MERSEYSIDE BILL","90","14 Feb. 1980","Commons",1980
"5929","New Clause 3","183, 184","14 Feb. 1980","Commons",1980
"5930","COUNTY OF SOUTH GLAMORGAN BILL [H.L.]","1","9 Dec. 1975","Lords",1975
"5931","COUNTY, CONTROLLED AND MAINTAINED SPECIAL SCHOOLS","285","21 Oct. 1986","Commons",1986
"5932","COURT LEES SCHOOL","4","16 Nov. 1967","Commons",1967
"5933","COURT LINE LIMITED","328","6 Aug. 1975","Commons",1975
"5934","COURT OF ADMIRALTY.","1","13 Aug. 1839","Lords",1839
"5935","COURT OF AUDITORS (REPORTS)","69","5 Mar. 1996","Commons",1996
"5936","COURT OF AUDITORS REPORT","82","1 Mar. 1999","Commons",1999
"5937","Court of Auditors","115","2 Mar. 1989","Commons",1989
"5938","Court of Auditors","97","13 Mar. 1991","Commons",1991
"5939","Court of Auditors","192","10 Mar. 1993","Commons",1993
"5940","COURT OF SESSION (SCOTLAND).","1","9 Aug. 1836","Lords",1836
"5941","COURT OF SESSION","34","14 Dec. 1993","Commons",1993
"5942","COURT SECURITY","147","26 Apr. 2004","Commons",2004
"5943","COURT-MARTIAL OF MR. CHRISTOPHER SWABEY","1","19 Mar. 1963","Lords",1963
"5944","Courts (Research) Bill","77","22 Feb. 1991","Commons",1991
"5945","Courts and Legal Services Bill [H.L.]","1, 2","16 Jan. 1990","Lords",1990
"5946","Courts and Legal Services Bill [H.L.]","1","23 Jan. 1990","Lords",1990
"5947","Courts and Legal Services Bill [H.L.]","2","25 Jan. 1990","Lords",1990
"5948","Courts and Legal Services Bill [H.L.]","1","25 Jan. 1990","Lords",1990
"5949","Courts and Legal Services Bill [H.L.]","1","1 Feb. 1990","Lords",1990
"5950","Courts and Legal Services Bill [H.L.]","2","5 Feb. 1990","Lords",1990
"5951","Courts and Legal Services Bill [H.L.]","1","5 Feb. 1990","Lords",1990
"5952","Courts and Legal Services Bill [H.L.]","1, 2","20 Feb. 1990","Lords",1990
"5953","Courts and Legal Services Bill [H.L.]","1","22 Feb. 1990","Lords",1990
"5954","Courts and Legal Services Bill [H.L.]","3","1 Mar. 1990","Lords",1990
"5955","Courts and Legal Services Bill [H.L.]","1, 2","1 Mar. 1990","Lords",1990
"5956","Courts and Legal Services Bill [H.L.]","1","15 Mar. 1990","Lords",1990
"5957","Courts and Legal Services Bill [H.L.]","2","15 Mar. 1990","Lords",1990
"5958","Courts and Legal Services Bill","162","18 Apr. 1990","Commons",1990
"5959","COURTS BILL [H.L.]","1","3 Dec. 1970","Lords",1970
"5960","Courts Bill [H.L.]","1","20 Jan. 2003","Lords",2003
"5961","Courts Bill [H.L.]","1, 2","28 Jan. 2003","Lords",2003
"5962","Courts Bill [H.L.]","1, 2","10 Feb. 2003","Lords",2003
"5963","Courts Bill [H.L.]","2","11 Feb. 2003","Lords",2003
"5964","Courts Bill [H.L.]","2","18 Feb. 2003","Lords",2003
"5965","Courts Bill [H.L.]","1","27 Mar. 2003","Lords",2003
"5966","Courts Bill [H.L.]","3, 4, 5","8 May. 2003","Lords",2003
"5967","Courts Bill [H.L.]","1","8 May. 2003","Lords",2003
"5968","Courts Bill [H.L.]","1","12 May. 2003","Lords",2003
"5969","Courts Bill [H.L.]","1, 2, 3, 4","19 May. 2003","Lords",2003
"5970","COURTS BILL [LORDS] (PROGRAMME)","220","9 Jun. 2003","Commons",2003
"5971","COVENANT IN SALE TO MAINTAIN STOCK-PROOF FENCING","126","31 Mar. 1981","Commons",1981
"5972","COVENT GARDEN MARKET (FINANCIAL PROVISIONS) [MONEY]","27","11 Jan. 1977","Commons",1977
"5973","COVENT GARDEN MARKET BILL","20","7 Dec. 1960","Commons",1960
"5974","COVENT GARDEN MARKET BILL","1","3 Jul. 1961","Lords",1961
"5975","COVENT GARDEN MARKET BILL","1","13 Jul. 1961","Lords",1961
"5976","COVENTRY CORPORATION BILL [H.L.]","1","18 May. 1954","Lords",1954
"5977","CREATION AND CONSTITUTION OF NEW COUNCILS","345","30 Oct. 1990","Commons",1990
"5978","CREATION OF PEERS.","306, 307","7 Aug. 1911","Commons",1911
"5979","CREATION OF SUBORDINATE LEGISLATURES.","40","4 Jun. 1919","Commons",1919
"5980","Credit Institutions","89","9 Feb. 1989","Commons",1989
"5981","CREMATION BILL [H.L.]","1","6 Jul. 1900","Lords",1900
"5982","CREMATION BILL [Lords].","119","1 Apr. 1901","Commons",1901
"5983","CREMATION BILL [Lords].","262","19 Jun. 1901","Commons",1901
"5984","CREMATION BILL [Lords].","1, 282, 283","26 Jun. 1901","Commons",1901
"5985","CRICHEL DOWN","204","20 Jul. 1954","Commons",1954
"5986","Crime (International Co-operation) Bill [H.L.]","1, 2, 3","25 Feb. 2003","Lords",2003
"5987","Crime (International Co-operation) Bill [H.L.]","4","25 Feb. 2003","Lords",2003
"5988","Crime (International Co-operation) Bill [H.L.]","1","3 Mar. 2003","Lords",2003
"5989","Crime (International Co-operation)Bill [H.L.]","4","17 Mar. 2003","Lords",2003
"5990","Crime (Sentences) Bill","5, 6","4 Nov. 1996","Commons",1996
"5991","Crime (Sentences) Bill","1, 2","13 Feb. 1997","Lords",1997
"5992","Crime (Sentences) Bill","1","18 Feb. 1997","Lords",1997
"5993","Crime (Sentences) Bill","3","20 Feb. 1997","Lords",1997
"5994","Crime (Sentences) Bill","1","27 Feb. 1997","Lords",1997
"5995","Crime (Sentences) Bill","3","18 Mar. 1997","Lords",1997
"5996","Crime (Sentences) Bill","4","18 Mar. 1997","Lords",1997
"5997","Crime and Disorder Bill [H.L.]","1","10 Feb. 1998","Lords",1998
"5998","Crime and Disorder Bill [H.L.]","1, 2, 3","17 Mar. 1998","Lords",1998
"5999","Crime and Disorder Bill [H.L.]","4, 5","17 Mar. 1998","Lords",1998
"6000","Crime and Disorder Bill [H.L.]","3","19 Mar. 1998","Lords",1998
"6001","Crime and Disorder Bill [H.L.]","1, 2","19 Mar. 1998","Lords",1998
"6002","Crime and Disorder Bill [H.L.]","1, 2, 3","31 Mar. 1998","Lords",1998
"6003","CRIME AND OUTRAGE (IRELAND)— RIGHT OF PUBLIC MEETING—FATAL RIOT AT MITCHELSTOWN.","1","12 Sep. 1887","Commons",1887
"6004","CRIME AND OUTRAGE (IRELAND)— THE RIOTS IN BELFAST—REMEDIAL MEASURES.","1","2 Sep. 1886","Commons",1886
"6005","Crime and Punishment (Scotland) Bill","2","4 Mar. 1997","Lords",1997
"6006","Crime and Punishment (Scotland) Bill","1","4 Mar. 1997","Lords",1997
"6007","Crime and Punishment (Scotland) Bill","1","6 Mar. 1997","Lords",1997
"6008","Crime and Punishment (Scotland) Bill","1","10 Mar. 1997","Lords",1997
"6009","Crime and Punishment (Scotland) Bill","2, 3","10 Mar. 1997","Lords",1997
"6010","CRIME AND TAXATION","345","5 Jun. 1984","Commons",1984
"6011","CRIME PREVENTION MEASURES AND NON-CUSTODIAL SENTENCES: CODE OF PRACTICE","310","29 Jun. 1993","Commons",1993
"6012","CRIME","19","2 Feb. 1966","Commons",1966
"6013","Crime","374","28 Oct. 1993","Commons",1993
"6014","Crime","206","24 May. 2000","Commons",2000
"6015","CRIMEA CONFERENCE","9","28 Feb. 1945","Commons",1945
"6016","CRIMEA CONFERENCE","10","1 Mar. 1945","Commons",1945
"6017","CRIMINAL APPEAL (EXPENSES).","253, 254","28 Jun. 1907","Commons",1907
"6018","CRIMINAL APPEAL BILL [H.L.]","1","28 Jan. 1964","Lords",1964
"6019","CRIMINAL APPEAL BILL.","293, 294","19 Jul. 1907","Commons",1907
"6020","CRIMINAL APPEAL BILL.","3, 338, 339, 341, 342, 343, 343, 344, 345","29 Jul. 1907","Commons",1907
"6021","CRIMINAL APPEAL BILL.","1","8 Aug. 1907","Lords",1907
"6022","Criminal Appeal Bill","1","8 Jun. 1995","Lords",1995
"6023","Criminal Appeal Bill","2","12 Jun. 1995","Lords",1995
"6024","Criminal Appeal Bill","1, 2","26 Jun. 1995","Lords",1995
"6025","Criminal Appeal Bill","1","3 Jul. 1995","Lords",1995
"6026","Criminal Attempts Bill","1","21 May. 1981","Lords",1981
"6027","CRIMINAL CONVICTION CERTIFICATES","97","19 Mar. 1997","Commons",1997
"6028","Criminal Evidence (Northern Ireland)","477","8 Nov. 1988","Commons",1988
"6029","CRIMINAL INJURIES (IRELAND) BILL.","351, 352","5 Nov. 1920","Commons",1920
"6030","Criminal Injuries Compensation Bill","156","23 May. 1995","Commons",1995
"6031","Criminal Injuries Compensation Bill","2","16 Oct. 1995","Lords",1995
"6032","Criminal Injuries Compensation Bill","1","16 Oct. 1995","Lords",1995
"6033","Criminal Injuries Compensation Bill","1, 2","17 Oct. 1995","Lords",1995
"6034","Criminal Injuries Compensation Bill","1, 2","31 Oct. 1995","Lords",1995
"6035","CRIMINAL INJURIES COMPENSATION","181","28 Mar. 1994","Commons",1994
"6036","CRIMINAL JUSTICE (AMENDMENT) BILL","93","13 Feb. 1953","Commons",1953
"6037","CRIMINAL JUSTICE (INCREASE OF PENALTIES) BILL.","34","19 Feb. 1926","Commons",1926
"6038","CRIMINAL JUSTICE (INCREASE OF PENALTIES) BILL.","34","14 Dec. 1926","Commons",1926
"6039","CLAUSE 2.—(Short title and extent.)","563","14 Dec. 1926","Commons",1926
"6040","Criminal Justice (Mode of Trial) (No. 2) Bill","94, 95, 96","7 Mar. 2000","Commons",2000
"6041","Criminal Justice (Mode of Trial) (No. 2) Bill","291","25 Jul. 2000","Commons",2000
"6042","Criminal Justice (Mode of Trial) (No. 2) Bill","1","28 Sep. 2000","Lords",2000
"6043","Criminal Justice (Mode of Trial) (No. 2)Bill (Allocation of Time)","289, 290","25 Jul. 2000","Commons",2000
"6044","Criminal Justice (Mode of Trial) Bill [H.L.]","1","20 Jan. 2000","Lords",2000
"6045","CRIMINAL JUSTICE (No. 2)","246","24 Jan. 1967","Commons",1967
"6046","CRIMINAL JUSTICE (SCOTLAND) BILL [H.L.]","1, 2, 3","29 Jan. 1980","Lords",1980
"6047","CRIMINAL JUSTICE (SCOTLAND) BILL [H.L.]","1, 2","5 Feb. 1980","Lords",1980
"6048","CRIMINAL JUSTICE (SCOTLAND) BILL [H.L.]","1","4 Mar. 1980","Lords",1980
"6049","Criminal Justice (Scotland) Bill [H.L.]","1","17 Feb. 1987","Lords",1987
"6050","Criminal Justice (Scotland) Bill [H.L.]","1","26 Feb. 1987","Lords",1987
"6051","Criminal Justice (Scotland) Bill [H.L.]","1, 2","6 Feb. 1995","Lords",1995
"6052","CRIMINAL JUSTICE (SCOTLAND) BILL [Lords]","1, 2","30 Nov. 1949","Commons",1949
"6053","New Clause. —(CORPORAL PUNISHMENT IN PRISONS.)","295","30 Nov. 1949","Commons",1949
"6054","New Clause. —(CORPORAL PUNISHMENT IN PRISONS.)","251, 252","14 Apr. 1980","Commons",1980
"6055","Criminal Justice (Scotland) Bill [Lords]","86","27 Feb. 1995","Commons",1995
"6056","Criminal Justice (Terrorism and Conspiracy) Bill","358","2 Sep. 1998","Commons",1998
"6057","Criminal Justice Act 2003 (Categories of Offences) Order 2004","1","14 Dec. 2004","Lords",2004
"6058","CRIMINAL JUSTICE ADMINISTRATION BILL [Lords]","1","21 Mar. 1962","Commons",1962
